,Timestamp,index,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Hyd_Oil_Temp_Avg,HVTrafo_Phase2_Temp_Avg,Gear_Bear_Temp_Avg,Gear_Oil_Temp_Avg,loss,threshold,anomaly,color,dayTill,component,day,month,year,dayofyear,dayName,monthName,key
91,2016-12-01 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,1,12,2016,336,Thursday,December,91
92,2016-12-02 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,2,12,2016,337,Thursday,December,92
93,2016-12-03 00:00:00+00:00,12.0,0.25,0.4402173913043478,0.4821428571428571,0.6197183098591549,0.8522727272727274,0.8285714285714285,0.3310896562678473,0.3166674024907618,1.0,F9A825,0,Gear Bear,3,12,2016,338,Thursday,December,93
94,2016-12-04 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,4,12,2016,339,Thursday,December,94
95,2016-12-05 00:00:00+00:00,13.0,0.1451612903225806,0.2391304347826087,0.3571428571428571,0.5070422535211268,0.7045454545454546,0.7142857142857143,0.3336484857967922,0.3166674024907618,1.0,F9A825,2,Gear Oil ,5,12,2016,340,Thursday,December,95
96,2016-12-06 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,6,12,2016,341,Thursday,December,96
97,2016-12-07 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,7,12,2016,342,Thursday,December,97
98,2016-12-08 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,8,12,2016,343,Thursday,December,98
99,2016-12-09 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,9,12,2016,344,Thursday,December,99
100,2016-12-10 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,10,12,2016,345,Thursday,December,100
101,2016-12-11 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,11,12,2016,346,Thursday,December,101
102,2016-12-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Bear,12,12,2016,347,Thursday,December,102
103,2016-12-13 00:00:00+00:00,16.0,0.1774193548387097,0.1358695652173913,0.2142857142857143,0.2253521126760563,0.5454545454545454,0.4857142857142856,0.1870212350572858,0.1869136197757454,1.0,F9A825,1,Gear Bear,13,12,2016,348,Thursday,December,103
104,2016-12-14 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Bear,14,12,2016,349,Thursday,December,104
105,2016-12-15 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,15,12,2016,350,Thursday,December,105
106,2016-12-16 00:00:00+00:00,11.5,0.09254992319508445,0.12965838509316763,0.21428571428571425,0.2655935613682092,0.5097402597402598,0.5653061224489795,0.2877325555174198,0.2762660122971867,1.0,F9A825,1,Hydraulic Oil,16,12,2016,351,Thursday,December,106
107,2016-12-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,17,12,2016,352,Thursday,December,107
108,2016-12-18 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,18,12,2016,353,Thursday,December,108
109,2016-12-19 00:00:00+00:00,,,,,,,,,,,F9A825,1,Hydraulic Oil,19,12,2016,354,Thursday,December,109
110,2016-12-20 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,20,12,2016,355,Thursday,December,110
111,2016-12-21 00:00:00+00:00,18.0,0.1505376344086021,0.2119565217391304,0.1785714285714285,0.2816901408450704,0.7045454545454546,0.6571428571428571,0.1963844163077218,0.1869136197757454,1.0,F9A825,1,Hydraulic Oil,21,12,2016,356,Thursday,December,111
112,2016-12-22 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,22,12,2016,357,Thursday,December,112
113,2016-12-23 00:00:00+00:00,,,,,,,,,,,FBC02D,10,Gear Oil ,23,12,2016,358,Thursday,December,113
114,2016-12-24 00:00:00+00:00,,,,,,,,,,,FBC02D,6,Gear Oil ,24,12,2016,359,Thursday,December,114
115,2016-12-25 00:00:00+00:00,7.0,0.1075268817204301,0.1902173913043478,0.2142857142857143,0.3380281690140845,0.7045454545454546,0.6857142857142856,0.3979956566447943,0.365618404818628,1.0,F9A825,5,Gear Oil ,25,12,2016,360,Thursday,December,115
116,2016-12-26 00:00:00+00:00,,,,,,,,,,,F9A825,4,Gear Oil ,26,12,2016,361,Thursday,December,116
117,2016-12-27 00:00:00+00:00,14.0,0.1989247311827956,0.358695652173913,0.6428571428571428,0.647887323943662,0.8257575757575758,0.7428571428571428,0.338668513865698,0.3166674024907618,1.0,F9A825,3,Gear Oil ,27,12,2016,362,Thursday,December,117
118,2016-12-28 00:00:00+00:00,15.0,0.2455197132616487,0.4510869565217391,0.8214285714285713,0.652582159624413,0.8712121212121214,0.8380952380952381,0.320418601944333,0.3166674024907618,1.0,F9A825,10,Gear Oil ,28,12,2016,363,Thursday,December,118
119,2016-12-29 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,29,12,2016,364,Thursday,December,119
120,2016-12-30 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,30,12,2016,365,Thursday,December,120
121,2016-12-31 00:00:00+00:00,16.0,0.2548387096774193,0.3315217391304347,0.4928571428571429,0.819718309859155,0.8136363636363637,0.7714285714285714,0.3343625375202724,0.3166674024907618,1.0,F9A825,2,Gear Bear,31,12,2016,366,Thursday,December,121
