,Timestamp,index,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Hyd_Oil_Temp_Avg,HVTrafo_Phase2_Temp_Avg,Gear_Bear_Temp_Avg,Gear_Oil_Temp_Avg,loss,threshold,anomaly,color,dayTill,component,day,month,year,dayofyear,dayName,monthName,key
30,2016-10-01 00:00:00+00:00,,,,,,,,,,,F9A825,3,Hydraulic Oil,1,10,2016,275,Saturday,October,30
31,2016-10-02 00:00:00+00:00,1.0,0.1666666666666666,0.2228260869565217,0.4999999999999999,0.3661971830985915,0.6818181818181819,0.6285714285714284,0.1995164896760668,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,2,10,2016,276,Saturday,October,31
32,2016-10-03 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,3,10,2016,277,Saturday,October,32
33,2016-10-04 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,4,10,2016,278,Saturday,October,33
34,2016-10-05 00:00:00+00:00,7.0,0.3494623655913978,0.5054347826086957,0.8571428571428571,0.7464788732394366,0.9090909090909092,0.8285714285714284,0.1710784616677657,0.1681359205301691,1.0,FBC02D,7,Hydraulic Oil,5,10,2016,279,Saturday,October,34
35,2016-10-06 00:00:00+00:00,,,,,,,,,,,FBC02D,6,Hydraulic Oil,6,10,2016,280,Saturday,October,35
36,2016-10-07 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,7,10,2016,281,Saturday,October,36
37,2016-10-08 00:00:00+00:00,,,,,,,,,,,F9A825,4,Hydraulic Oil,8,10,2016,282,Saturday,October,37
38,2016-10-09 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,9,10,2016,283,Saturday,October,38
39,2016-10-10 00:00:00+00:00,,,,,,,,,,,F9A825,2,Hydraulic Oil,10,10,2016,284,Saturday,October,39
40,2016-10-11 00:00:00+00:00,,,,,,,,,,,F9A825,1,Hydraulic Oil,11,10,2016,285,Saturday,October,40
41,2016-10-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,12,10,2016,286,Saturday,October,41
42,2016-10-13 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,13,10,2016,287,Saturday,October,42
43,2016-10-14 00:00:00+00:00,,,,,,,,,,,F9A825,3,Generator,14,10,2016,288,Saturday,October,43
44,2016-10-15 00:00:00+00:00,,,,,,,,,,,F9A825,2,Generator,15,10,2016,289,Saturday,October,44
45,2016-10-16 00:00:00+00:00,,,,,,,,,,,F9A825,1,Generator,16,10,2016,290,Saturday,October,45
46,2016-10-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,17,10,2016,291,Saturday,October,46
47,2016-10-18 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,18,10,2016,292,Saturday,October,47
48,2016-10-19 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,19,10,2016,293,Saturday,October,48
49,2016-10-20 00:00:00+00:00,,,,,,,,,,,F9A825,2,Generator,20,10,2016,294,Saturday,October,49
50,2016-10-21 00:00:00+00:00,,,,,,,,,,,F9A825,1,Generator,21,10,2016,295,Saturday,October,50
51,2016-10-22 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,22,10,2016,296,Saturday,October,51
52,2016-10-23 00:00:00+00:00,5.5,0.14549731182795694,0.1341711956521739,0.3571428571428571,0.2816901408450704,0.5738636363636365,0.5839285714285714,0.2734808888031829,0.24240166151046544,1.0,FFFDE7,17,Hydraulic Oil,23,10,2016,297,Saturday,October,52
53,2016-10-24 00:00:00+00:00,,,,,,,,,,,FFFDE7,16,Hydraulic Oil,24,10,2016,298,Saturday,October,53
54,2016-10-25 00:00:00+00:00,,,,,,,,,,,FFF9C4,15,Hydraulic Oil,25,10,2016,299,Saturday,October,54
55,2016-10-26 00:00:00+00:00,,,,,,,,,,,FFF9C4,14,Hydraulic Oil,26,10,2016,300,Saturday,October,55
56,2016-10-27 00:00:00+00:00,9.0,0.3086021505376344,0.5271739130434783,0.7071428571428571,0.7718309859154929,0.8818181818181821,0.7885714285714285,0.1897752912148185,0.1681359205301691,1.0,FFF59D,13,Hydraulic Oil,27,10,2016,301,Saturday,October,56
57,2016-10-28 00:00:00+00:00,3.6,0.08928078523462277,0.1443847520684102,0.33700478275601436,0.10521307924173387,0.2801620474034266,0.4558736674746527,0.41164530294769996,0.28023226635471543,1.0,FFF176,12,Hydraulic Oil,28,10,2016,302,Saturday,October,57
58,2016-10-29 00:00:00+00:00,3.0,0.0376344086021505,0.0326086956521739,0.4642857142857143,0.2816901408450704,0.1363636363636363,0.1428571428571428,0.1880816472428185,0.1869136197757454,1.0,FFEE58,11,Hydraulic Oil,29,10,2016,303,Saturday,October,58
59,2016-10-30 00:00:00+00:00,4.0,0.0298742138364779,0.0227132895816243,0.4720350404312668,0.2823545043847994,0.1044168096054888,0.0911051212938003,0.1938132479184397,0.1869136197757453,1.0,FFEB3B,10,Hydraulic Oil,30,10,2016,304,Saturday,October,59
60,2016-10-31 00:00:00+00:00,5.0,0.0266354756628088,0.0173415200796547,0.4596510359869137,0.2793248037845395,0.0909090909090911,0.0636859323882222,0.1951215999597029,0.1869136197757451,1.0,FFEB3B,9,Hydraulic Oil,31,10,2016,305,Saturday,October,60
