,Timestamp,index,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Hyd_Oil_Temp_Avg,HVTrafo_Phase2_Temp_Avg,Gear_Bear_Temp_Avg,Gear_Oil_Temp_Avg,loss,threshold,anomaly,color,dayTill,component,day,month,year,dayofyear,dayName,monthName,key
61,2016-11-01 00:00:00+00:00,5.5,0.029231521167004997,0.01955381574946785,0.5068681318681321,0.29140549591253784,0.08582326764144954,0.0584855144855143,0.26308410223934425,0.2517905111332533,1.0,FDD835,8,Hydraulic Oil,1,11,2016,306,Tuesday,November,61
62,2016-11-02 00:00:00+00:00,6.25,0.687378146047501,0.6855191909539735,0.5030906593406592,0.31859103337976563,0.09090909090909086,0.08188121402407103,0.49190703876080627,0.25888573173873725,1.0,FBC02D,7,Hydraulic Oil,2,11,2016,307,Tuesday,November,62
63,2016-11-03 00:00:00+00:00,7.25,1.0000000000000002,1.0,0.0357142857142857,0.0166453265044814,0.0454545454545455,0.0233766233766233,0.6030094091785981,0.2588857317387372,1.0,FBC02D,10,Hydraulic Oil,3,11,2016,308,Tuesday,November,63
64,2016-11-04 00:00:00+00:00,7.2,0.7635864438250541,0.7590086358870981,0.027574802373533203,0.16254637286867996,0.02705796283666778,0.0148067737733391,0.562474064699452,0.2802322663547153,1.0,F9A825,10,Hydraulic Oil,4,11,2016,309,Tuesday,November,64
65,2016-11-05 00:00:00+00:00,10.0,0.1738351254480286,0.2463768115942028,0.3214285714285715,0.408450704225352,0.7575757575757575,0.7333333333333333,0.205924353713081,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,5,11,2016,310,Tuesday,November,65
66,2016-11-06 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,6,11,2016,311,Tuesday,November,66
67,2016-11-07 00:00:00+00:00,11.0,0.1344086021505376,0.2146739130434782,0.1428571428571429,0.3943661971830985,0.7613636363636364,0.7857142857142857,0.216931231532778,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,7,11,2016,312,Tuesday,November,67
68,2016-11-08 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,8,11,2016,313,Tuesday,November,68
69,2016-11-09 00:00:00+00:00,12.0,0.043010752688172,0.0815217391304347,0.1071428571428571,0.1830985915492957,0.4545454545454546,0.3714285714285713,0.1930643447807857,0.1869136197757454,1.0,F9A825,10,Hydraulic Oil,9,11,2016,314,Tuesday,November,69
70,2016-11-10 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,10,11,2016,315,Tuesday,November,70
71,2016-11-11 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,11,11,2016,316,Tuesday,November,71
72,2016-11-12 00:00:00+00:00,,,,,,,,,,,F9A825,10,Generator,12,11,2016,317,Tuesday,November,72
73,2016-11-13 00:00:00+00:00,,,,,,,,,,,F9A825,0,Generator,13,11,2016,318,Tuesday,November,73
74,2016-11-14 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,14,11,2016,319,Tuesday,November,74
75,2016-11-15 00:00:00+00:00,9.0,0.2150537634408602,0.3994565217391304,0.3928571428571429,0.6197183098591549,0.8522727272727274,0.8285714285714285,0.3313217673982893,0.3166674024907618,1.0,F9A825,0,Gear Oil ,15,11,2016,320,Tuesday,November,75
76,2016-11-16 00:00:00+00:00,4.0,0.1129032258064516,0.1956521739130434,0.1785714285714285,0.352112676056338,0.6818181818181819,0.6857142857142856,0.3735547720546454,0.365618404818628,1.0,F9A825,10,Gear Oil ,16,11,2016,321,Tuesday,November,76
77,2016-11-17 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,17,11,2016,322,Tuesday,November,77
78,2016-11-18 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,18,11,2016,323,Tuesday,November,78
79,2016-11-19 00:00:00+00:00,,,,,,,,,,,F9A825,0,Hydraulic Oil,19,11,2016,324,Tuesday,November,79
80,2016-11-20 00:00:00+00:00,13.0,0.1774193548387097,0.3369565217391304,0.3214285714285715,0.9014084507042254,0.840909090909091,0.7428571428571428,0.1950452174459185,0.1869136197757454,1.0,F9A825,0,Gear Oil ,20,11,2016,325,Tuesday,November,80
81,2016-11-21 00:00:00+00:00,14.0,0.2007168458781361,0.3478260869565217,0.6190476190476191,0.8873239436619719,0.8333333333333335,0.7619047619047619,0.1723215847775556,0.1681359205301692,1.0,F9A825,0,Hydraulic Oil,21,11,2016,326,Tuesday,November,81
82,2016-11-22 00:00:00+00:00,,,,,,,,,,,F9A825,10,Gear Oil ,22,11,2016,327,Tuesday,November,82
83,2016-11-23 00:00:00+00:00,14.0,0.0721966205837173,0.0854037267080745,0.1428571428571429,0.1750503018108651,0.3766233766233767,0.4326530612244897,0.2114084540581217,0.1869136197757454,1.0,F9A825,10,Gear Oil ,23,11,2016,328,Tuesday,November,83
84,2016-11-24 00:00:00+00:00,15.0,0.0564516129032258,0.092391304347826,0.1428571428571429,0.1690140845070422,0.5170454545454546,0.4571428571428572,0.2087790668010712,0.1869136197757454,1.0,F9A825,0,Gear Oil ,24,11,2016,329,Tuesday,November,84
85,2016-11-25 00:00:00+00:00,,,,,,,,,,,F9A825,1,Gear Oil ,25,11,2016,330,Tuesday,November,85
86,2016-11-26 00:00:00+00:00,,,,,,,,,,,F9A825,0,Gear Oil ,26,11,2016,331,Tuesday,November,86
87,2016-11-27 00:00:00+00:00,7.5,0.0806451612903225,0.1317934782608695,0.2142857142857143,0.2887323943661972,0.6534090909090908,0.6642857142857141,0.35188358671348574,0.3411429036546949,1.0,F9A825,10,Hydraulic Oil,27,11,2016,332,Tuesday,November,87
88,2016-11-28 00:00:00+00:00,,,,,,,,,,,F9A825,10,Hydraulic Oil,28,11,2016,333,Tuesday,November,88
89,2016-11-29 00:00:00+00:00,,,,,,,,,,,F9A825,3,Hydraulic Oil,29,11,2016,334,Tuesday,November,89
90,2016-11-30 00:00:00+00:00,11.0,0.2473118279569892,0.4619565217391304,0.4999999999999999,0.7042253521126761,0.840909090909091,0.7428571428571428,0.3174771070480348,0.3166674024907618,1.0,F9A825,10,Hydraulic Oil,30,11,2016,335,Tuesday,November,90
